station_code,Fenwei,Province,CityEN,designation,YRD,PRD,keyregion,GADM_ID_2,CityID,CityGADM,NAME_2,Lon,Lat,keyregion2018,station,City,ProvinceZH
1187A,0,Jiangsu,Yangzhou,neighbor2,TRUE,FALSE,YRD,174,191,174,Yangzhou,119.439,32.4033,YRD,第四医院,扬州,江苏
1188A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.269,31.4867,YRD,雪浪,无锡,江苏
1189A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.275,31.6219,YRD,黄巷,无锡,江苏
1190A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.294,31.56,YRD,曹张,无锡,江苏
1191A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.242,31.5031,YRD,漆塘,无锡,江苏
1192A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.354,31.5848,YRD,东亭,无锡,江苏
1193A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.354,31.5475,YRD,旺庄,无锡,江苏
1194A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.245,31.5631,YRD,荣巷,无锡,江苏
1195A,0,Jiangsu,Wuxi,neighbor2,TRUE,FALSE,YRD,171,138,171,Wuxi,120.288,31.6842,YRD,堰桥,无锡,江苏
1196A,0,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,119.996,31.7586,YRD,市监测站,常州,江苏
1197A,0,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,119.933,31.7786,YRD,城建学校,常州,江苏
1198A,0,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,119.962,31.8089,YRD,常工院,常州,江苏
1199A,0,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,120.0393,31.7638,YRD,潞城,常州,江苏
1200A,0,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,119.935,31.7039,YRD,武进监测站,常州,江苏
1201A,0,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,119.905,31.9108,YRD,安家,常州,江苏
1202A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,环境监测站,镇江,NA
1203A,0,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,119.68,32.1883,YRD,新区办事处,镇江,江苏
1204A,0,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,119.491,32.215,YRD,职教中心,镇江,江苏
1205A,0,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,119.43,32.1319,YRD,丹徒区监测站,镇江,江苏
1206A,0,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,119.9,32.4867,YRD,公园路,泰州,江苏
1207A,0,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,119.9219,32.4611,YRD,莲花,泰州,江苏
1208A,0,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,119.882,32.303,YRD,高港区政府,泰州,江苏
1209A,0,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,119.888,32.4639,YRD,留学生创业园,泰州,江苏
1210A,0,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,119.036,33.5981,NA,钵池山,淮安,江苏
1211A,0,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,119.007,33.575,NA,北京南路,淮安,江苏
1212A,0,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,118.989,33.6067,NA,市监测站,淮安,江苏
1213A,0,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,119.135,33.5039,NA,楚州区监测站,淮安,江苏
1214A,0,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,119.01220000000001,33.627,NA,淮阴区监测站,淮安,江苏
1215A,0,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,120.118,33.4022,YRD,盐城电厂,盐城,江苏
1216A,0,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,120.156,33.3942,YRD,市监测站,盐城,江苏
1217A,0,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,120.129,33.3719,YRD,文峰中学,盐城,江苏
1218A,0,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,120.225,33.3947,YRD,开发区管委会,盐城,江苏
1219A,0,Jiangsu,Suqian,neighbor2,FALSE,FALSE,none,168,60,168,Suqian,118.2658,33.96,NA,市监测站,宿迁,江苏
1220A,0,Jiangsu,Suqian,neighbor2,FALSE,FALSE,none,168,60,168,Suqian,118.293,33.9528,NA,宿迁学院,宿迁,江苏
1221A,0,Jiangsu,Suqian,neighbor2,FALSE,FALSE,none,168,60,168,Suqian,118.2442,33.9592,NA,宿迁中学,宿迁,江苏
1222A,0,Jiangsu,Suqian,neighbor2,FALSE,FALSE,none,168,60,168,Suqian,118.3214,33.9506,NA,宿豫区环保局,宿迁,江苏
1223A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.211,30.21,YRD,滨江,杭州,浙江
1224A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.063,30.2747,YRD,西溪,杭州,浙江
1225A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,119.026,29.635,YRD,千岛湖,杭州,浙江
1226A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.348,30.3058,YRD,下沙,杭州,浙江
1227A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.127,30.2456,YRD,卧龙桥,杭州,浙江
1228A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.19,30.2692,YRD,浙江农大,杭州,浙江
1229A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.157,30.2897,YRD,朝晖五区,杭州,浙江
1230A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.12,30.3119,YRD,和睦小学,杭州,浙江
1231A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.301,30.4183,YRD,临平镇,杭州,浙江
1232A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.27,30.1819,YRD,城厢镇,杭州,浙江
1233A,0,Zhejiang,Hangzhou,none,TRUE,FALSE,YRD,335,195,335,Hangzhou,120.088,30.1808,YRD,云栖,杭州,浙江
1234A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.836,29.9108,YRD,区环保大楼,宁波,浙江
1235A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.56,29.8208,YRD,万里学院,宁波,浙江
1236A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.713,29.9572,YRD,龙赛医院,宁波,浙江
1237A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.554,29.8906,YRD,三江中学,宁波,浙江
1238A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,市政管理站,宁波,NA
1239A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.633,29.7736,YRD,钱湖水厂,宁波,浙江
1240A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.586,29.8633,YRD,太古小学,宁波,浙江
1241A,0,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,121.524,29.8506,YRD,市环境监测中心,宁波,浙江
1242A,0,Zhejiang,Wenzhou,none,FALSE,FALSE,none,344,149,344,Wenzhou,120.634,28.0089,NA,瓯海,温州,浙江
1243A,0,Zhejiang,Wenzhou,none,FALSE,FALSE,none,344,149,344,Wenzhou,120.677,27.9939,NA,南浦,温州,浙江
1244A,0,Zhejiang,Wenzhou,none,FALSE,FALSE,none,344,149,344,Wenzhou,120.76,27.9747,NA,龙湾,温州,浙江
1245A,0,Zhejiang,Wenzhou,none,FALSE,FALSE,none,344,149,344,Wenzhou,120.671,28.0167,NA,市站,温州,浙江
1246A,0,Zhejiang,Shaoxing,none,TRUE,FALSE,YRD,342,247,342,Shaoxing,120.598,30.0911,YRD,袍江站,绍兴,浙江
1247A,0,Zhejiang,Shaoxing,none,TRUE,FALSE,YRD,342,247,342,Shaoxing,120.605,29.9919,YRD,城东开发委,绍兴,浙江
1248A,0,Zhejiang,Shaoxing,none,TRUE,FALSE,YRD,342,247,342,Shaoxing,120.576,30.007,YRD,市环保站,绍兴,浙江
1249A,0,Zhejiang,Huzhou,none,TRUE,FALSE,YRD,336,201,336,Huzhou,120.1,30.8867,YRD,城北水厂,湖州,浙江
1250A,0,Zhejiang,Huzhou,none,TRUE,FALSE,YRD,336,201,336,Huzhou,120.07,30.8244,YRD,城西水厂,湖州,浙江
1251A,0,Zhejiang,Huzhou,none,TRUE,FALSE,YRD,336,201,336,Huzhou,120.093,30.8617,YRD,吉山新村,湖州,浙江
1252A,0,Zhejiang,Jiaxing,none,TRUE,FALSE,YRD,337,33,337,Jiaxing,120.744,30.7946,YRD,清河小学,嘉兴,浙江
1253A,0,Zhejiang,Jiaxing,none,TRUE,FALSE,YRD,337,33,337,Jiaxing,120.726,30.7478,YRD,嘉兴学院,嘉兴,浙江
1254A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,监测站,嘉兴,NA
1255A,0,Zhejiang,Taizhou,none,TRUE,FALSE,YRD,343,97,343,Taizhou,121.273,28.6459,YRD,黄岩环保大楼,台州,浙江
1256A,0,Zhejiang,Taizhou,none,TRUE,FALSE,YRD,343,97,343,Taizhou,121.419,28.6542,YRD,台州环保大楼,台州,浙江
1257A,0,Zhejiang,Taizhou,none,TRUE,FALSE,YRD,343,97,343,Taizhou,121.377,28.5773,YRD,路桥田洋王,台州,浙江
1258A,0,Zhejiang,Zhoushan,none,TRUE,FALSE,YRD,345,264,345,Zhoushan,122.122,30.0203,YRD,定海檀枫,舟山,浙江
1259A,0,Zhejiang,Zhoushan,none,TRUE,FALSE,YRD,345,264,345,Zhoushan,122.3094,29.9558,YRD,普陀东港,舟山,浙江
1260A,0,Zhejiang,Zhoushan,none,TRUE,FALSE,YRD,345,264,345,Zhoushan,122.19,29.9944,YRD,临城新区,舟山,浙江
1261A,0,Zhejiang,Jinhua,none,TRUE,FALSE,YRD,338,327,338,Jinhua,119.649,29.1131,YRD,四中,金华,浙江
1262A,0,Zhejiang,Jinhua,none,TRUE,FALSE,YRD,338,327,338,Jinhua,119.647,29.077,YRD,十五中,金华,浙江
1263A,0,Zhejiang,Jinhua,none,TRUE,FALSE,YRD,338,327,338,Jinhua,119.686,29.1029,YRD,监测站,金华,浙江
1264A,0,Zhejiang,Quzhou,none,FALSE,FALSE,none,341,267,341,Quzhou,118.871,28.9404,NA,环保大楼,衢州,浙江
1265A,0,Zhejiang,Quzhou,none,FALSE,FALSE,none,341,267,341,Quzhou,118.871,28.9664,NA,实验学校,衢州,浙江
1266A,0,Zhejiang,Quzhou,none,FALSE,FALSE,none,341,267,341,Quzhou,118.855,28.9745,NA,衢州学院,衢州,浙江
1267A,0,Zhejiang,Lishui,none,FALSE,FALSE,none,339,20,339,Lishui,119.914,28.4514,NA,监测站大楼,丽水,浙江
1268A,0,Zhejiang,Lishui,none,FALSE,FALSE,none,339,20,339,Lishui,119.93,28.4586,NA,莲都小学,丽水,浙江
1269A,0,Zhejiang,Lishui,none,FALSE,FALSE,none,339,20,339,Lishui,119.879,28.4231,NA,余庄前,丽水,浙江
1270A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.196,31.7848,YRD,明珠广场,合肥,安徽
1271A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.307,31.8766,YRD,三里街,合肥,安徽
1272A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.259,31.8706,YRD,琥珀山庄,合肥,安徽
1273A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.16,31.9051,YRD,董铺水库,合肥,安徽
1274A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.25,31.8572,YRD,长江中路,合肥,安徽
1275A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.266,31.9438,YRD,庐阳区,合肥,安徽
1276A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.336,31.8585,YRD,瑶海区,合肥,安徽
1277A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.302,31.7956,YRD,包河区,合肥,安徽
1278A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.278,31.7386,YRD,滨湖新区,合肥,安徽
1279A,0,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,117.124,31.8516,YRD,高新区,合肥,安徽
1280A,0,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,119.389,26.0542,NA,鼓山,福州,福建
1281A,0,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,119.414,26.0258,NA,快安,福州,福建
1282A,0,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,119.303,26.0392,NA,师大,福州,福建
1283A,0,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,119.299,26.1092,NA,五四北路,福州,福建
1284A,0,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,119.268,26.0797,NA,杨桥西路,福州,福建
1285A,0,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,119.315,26.0753,NA,紫阳,福州,福建
1286A,0,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,118.1569444,24.81805556,NA,溪东,厦门,福建
1287A,0,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,118.1513889,24.47666667,NA,洪文,厦门,福建
1288A,0,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,118.0636111,24.44583333,NA,鼓浪屿,厦门,福建
1290A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.893,28.6844,NA,省外办,南昌,江西
1291A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.8886,28.6839,NA,省林业公司,南昌,江西
1292A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.813,28.7442,NA,林科所,南昌,江西
1293A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.973,28.6969,NA,京东镇政府,南昌,江西
1294A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.852,28.6869,NA,建工学校,南昌,江西
1295A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.892,28.6425,NA,象湖,南昌,江西
1296A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.742,28.7994,NA,武术学校,南昌,江西
1297A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.912,28.6131,NA,石化,南昌,江西
1298A,0,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,115.931,28.6844,NA,省站,南昌,江西
1299A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,116.988,36.6114,2+26,科干所,济南,山东
1300A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,116.93,36.67,2+26,农科所,济南,山东
1301A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,117.114,36.6739,2+26,开发区,济南,山东
1302A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,116.989,36.6872,2+26,济南化工厂,济南,山东
1303A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,117.0684,36.6868,2+26,省种子仓库,济南,山东
1304A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,116.943,36.6489,2+26,机床二厂,济南,山东
1305A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,117.049,36.6622,2+26,市监测站,济南,山东
1306A,0,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,116.734,36.5336,2+26,长清党校,济南,山东
1307A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.6659,36.2403,NA,仰口,青岛,山东
1308A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.3905,36.1851,NA,李沧区子站,青岛,山东
1309A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.3471,36.0699,NA,市北区子站,青岛,山东
1310A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.4134,36.0654,NA,市南区东部子站,青岛,山东
1311A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.3664,36.1032,NA,四方区子站,青岛,山东
1312A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.2992,36.0543,NA,市南区西部子站,青岛,山东
1313A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.4587,36.0851,NA,崂山区子站,青岛,山东
1314A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.1964,36.3083,NA,黄岛区子站,青岛,山东
1315A,0,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,120.4001,36.2403,NA,城阳区子站,青岛,山东
1316A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.681,34.7545,2+26,烟厂,郑州,河南
1317A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.641,34.7745,2+26,郑纺机,郑州,河南
1318A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.675,34.8019,2+26,银行学校,郑州,河南
1319A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.564,34.802,2+26,供水公司,郑州,河南
1320A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.727,34.7187,2+26,经开区管委,郑州,河南
1321A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.734,34.719,2+26,四十七中,郑州,河南
1322A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.5991,34.7496,2+26,市监测站,郑州,河南
1323A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.6356,34.7538,2+26,河医大,郑州,河南
1324A,0,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,113.6113,34.9162,2+26,岗李水库,郑州,河南
1325A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.3672,30.5719,NA,东湖梨园,武汉,湖北
1326A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.2511,30.5514,NA,汉阳月湖,武汉,湖北
1327A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.2836,30.6197,NA,汉口花桥,武汉,湖北
1328A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.3006,30.5494,NA,武昌紫阳,武汉,湖北
1329A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.4272,30.6103,NA,青山钢花,武汉,湖北
1330A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.1525,30.4753,NA,沌口新区,武汉,湖北
1331A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.3008,30.5947,NA,汉口江滩,武汉,湖北
1332A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.3894,30.4822,NA,东湖高新,武汉,湖北
1333A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,114.2131,30.6414,NA,吴家山,武汉,湖北
1334A,0,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,113.8531,30.2997,NA,沉湖七壕,武汉,湖北
1335A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,113.0833,28.2325,NA,经开区环保局,长沙,湖南
1336A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.88720000000001,28.2189,NA,高开区环保局,长沙,湖南
1337A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,113.0792,28.2053,NA,马坡岭,长沙,湖南
1338A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.9394,28.19,NA,湖南师范大学,长沙,湖南
1339A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.9956,28.1442,NA,雨花区环保局,长沙,湖南
1340A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.9792,28.2597,NA,伍家岭,长沙,湖南
1341A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,113.0014,28.1944,NA,火车新站,长沙,湖南
1342A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.9844,28.1178,NA,天心区环保局,长沙,湖南
1343A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.8908,28.1308,NA,湖南中医药大学,长沙,湖南
1344A,0,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,112.9958,28.3586,NA,沙坪,长沙,湖南
1345A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.235,23.1422,PRD,广雅中学,广州,广东
1346A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.261,23.105,PRD,市五中,广州,广东
1347A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,天河职幼,广州,NA
1348A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.348,23.0916,PRD,广东商学院,广州,广东
1349A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.433,23.105,PRD,市八十六中,广州,广东
1350A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.352,22.9477,PRD,番禺中学,广州,广东
1351A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.215,23.3917,PRD,花都师范,广州,广东
1352A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.26,23.1331,PRD,市监测站,广州,广东
1353A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.568,23.2783,PRD,九龙镇镇龙,广州,广东
1354A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.281,23.1569,PRD,麓湖,广州,广东
1355A,0,Guangdong,Guangzhou,none,FALSE,TRUE,PRD,46,121,46,Guangzhou,113.589,23.5538,PRD,帽峰山森林公园,广州,广东
1356A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.096,22.55,PRD,荔园,深圳,广东
1357A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.117,22.5625,PRD,洪湖,深圳,广东
1358A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,113.987,22.5417,PRD,华侨城,深圳,广东
1359A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,113.923,22.5167,PRD,南油,深圳,广东
1360A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.263,22.5908,PRD,盐田,深圳,广东
1361A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.24,22.7267,PRD,龙岗,深圳,广东
1362A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,113.891,22.5794,PRD,西乡,深圳,广东
1363A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.494,22.5422,PRD,南澳,深圳,广东
1364A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.41,22.6342,PRD,葵涌,深圳,广东
1365A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,57,186,57,Shenzhen,114.297,22.5978,PRD,梅沙,深圳,广东
1366A,0,Guangdong,Shenzhen,none,FALSE,TRUE,PRD,44,186,44,Dongguan,114.085,22.75,PRD,观澜,深圳,广东
1367A,0,Guangdong,Zhuhai,none,FALSE,TRUE,PRD,63,250,63,Zhuhai,113.574,22.2611,PRD,吉大,珠海,广东
1368A,0,Guangdong,Zhuhai,none,FALSE,TRUE,PRD,63,250,63,Zhuhai,113.495,22.2294,PRD,前山,珠海,广东
1369A,0,Guangdong,Zhuhai,none,FALSE,TRUE,PRD,63,250,63,Zhuhai,113.628,22.4251,PRD,唐家,珠海,广东
1370A,0,Guangdong,Zhuhai,none,FALSE,TRUE,PRD,63,250,63,Zhuhai,113.299,22.2281,PRD,斗门,珠海,广东
1371A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,113.134,23.0048,PRD,湾梁,佛山,广东
1372A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,113.105,23.0395,PRD,华材职中,佛山,广东
1373A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,113.144,23.0467,PRD,南海气象局,佛山,广东
1374A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,113.292,22.8054,PRD,顺德苏岗,佛山,广东
1375A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,113.257,22.7629,PRD,容桂街道办,佛山,广东
1376A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,112.844,22.8693,PRD,高明孔堂,佛山,广东
1377A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,112.885,23.1572,PRD,三水监测站,佛山,广东
1378A,0,Guangdong,Foshan,none,FALSE,TRUE,PRD,45,114,45,Foshan,112.863,23.1886,PRD,三水云东海,佛山,广东
